Name,Accuracy
sensor8,0.8916666666666667
sensor0,0.8333333333333334
sensor4,0.8083333333333333
sensor3,0.7666666666666667
sensor5,0.5416666666666666
sensor9,0.5333333333333333
sensor1,0.4583333333333333
sensor6,0.4583333333333333
sensor7,0.425
sensor2,0.3333333333333333
